Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-09-26,80.783,80.82,78.516,78.962,1852700,0.0,0.0
2022-09-27,79.254,79.563,77.141,77.505,1604600,0.0,0.0
2022-09-28,78.598,78.862,77.45,78.316,1286800,0.0,0.0
2022-09-29,78.006,78.006,74.855,75.119,1473100,0.0,0.0
2022-09-30,75.593,75.811,73.161,73.353,2197700,0.0,0.0
2022-10-03,74.473,75.811,73.79,75.356,1348500,0.0,0.0
2022-10-04,75.438,76.658,75.128,76.558,1039500,0.0,0.0
2022-10-05,75.584,75.584,73.662,74.163,1354600,0.0,0.0
2022-10-06,73.881,73.881,71.559,71.795,1708600,0.0,0.0
2022-10-07,71.886,72.096,69.683,70.083,1739900,0.0,0.0
2022-10-10,70.147,71.358,70.029,70.748,1261100,0.0,0.0
2022-10-11,70.375,71.604,70.129,70.921,1649500,0.0,0.0
2022-10-12,70.775,71.003,68.198,68.244,2328000,0.0,0.0
2022-10-13,67.36,70.475,66.732,70.293,2599400,0.0,0.0
2022-10-14,70.994,71.622,69.191,69.437,1239800,0.0,0.0
2022-10-17,70.183,71.531,70.183,70.766,1191300,0.0,0.0
2022-10-18,72.096,72.697,71.604,72.269,1224300,0.0,0.0
2022-10-19,71.34,72.178,70.839,71.54,907800,0.0,0.0
2022-10-20,71.285,71.285,69.455,69.774,1465800,0.0,0.0
2022-10-21,70.01,71.24,69.364,70.648,1199600,0.0,0.0
2022-10-24,71.112,71.777,70.347,70.912,1959300,0.0,0.0
2022-10-25,71.049,72.551,70.885,72.415,1884300,0.0,0.0
2022-10-26,72.861,73.216,72.132,72.405,948000,0.0,0.0
2022-10-27,72.897,74.072,72.752,73.107,1290000,0.0,0.0
2022-10-28,73.398,75.092,73.398,74.973,913300,0.0,0.0
2022-10-31,74.974,74.974,73.844,74.236,1178400,0.0,0.0
2022-11-01,74.509,75.019,73.808,74.782,1125100,0.0,0.0
2022-11-02,74.545,76.103,73.908,73.917,1683700,0.0,0.0
2022-11-03,73.343,74.837,72.742,73.89,1937100,0.0,0.0
2022-11-04,74.017,75.001,72.87,73.79,1777400,0.0,0.0
2022-11-07,74.008,74.846,72.888,73.781,3203600,0.0,0.0
2022-11-08,74.263,75.502,73.981,74.973,2195400,0.0,0.0
2022-11-09,74.755,75.274,73.917,74.281,1972200,0.0,0.0
2022-11-10,76.285,77.769,75.092,77.678,2052700,0.0,0.0
2022-11-11,77.778,77.778,75.383,75.875,1479300,0.0,0.0
2022-11-14,75.948,76.303,75.083,75.11,1276200,0.0,0.0
2022-11-15,75.757,76.367,74.8,75.966,824000,0.0,0.0
2022-11-16,76.157,77.396,76.094,76.931,1194000,0.0,0.0
2022-11-17,76.239,76.54,75.684,76.121,1492800,0.0,0.0
2022-11-18,77.041,78.561,76.94,78.479,1689800,0.0,0.0
2022-11-21,78.68,79.59,78.334,79.008,1579000,0.0,0.0
2022-11-22,79.244,80.055,78.853,79.436,957800,0.0,0.0
2022-11-23,79.226,80.337,79.226,80.264,923200,0.0,0.0
2022-11-25,80.583,81.011,80.483,80.874,350000,0.0,0.0
2022-11-28,80.301,80.574,79.499,80.082,1056500,0.0,0.0
2022-11-29,79.682,79.827,79.08,79.445,1011000,0.0,0.0
2022-11-30,79.29,81.621,79.117,81.339,2240500,0.0,0.0
2022-12-01,82.104,82.769,80.701,80.774,1076100,0.0,0.0
2022-12-02,79.873,80.483,79.372,80.173,941900,0.0,0.0
2022-12-05,79.572,79.827,79.099,79.454,842600,0.0,0.0
2022-12-06,79.271,80.059,78.867,80.031,1175800,0.59,0.0
2022-12-07,79.958,80.389,79.087,79.408,1031200,0.0,0.0
2022-12-08,79.316,80.985,79.142,80.847,1136000,0.0,0.0
2022-12-09,80.508,81.746,80.49,81.242,1188500,0.0,0.0
2022-12-12,81.966,83.158,81.333,83.149,1005600,0.0,0.0
2022-12-13,84.386,84.753,82.388,83.305,1269400,0.0,0.0
2022-12-14,83.561,84.497,81.902,82.324,1485800,0.0,0.0
2022-12-15,81.856,82.305,80.554,80.857,1400600,0.0,0.0
2022-12-16,80.215,80.985,79.426,80.435,2888200,0.0,0.0
2022-12-19,80.178,80.737,79.527,80.041,836700,0.0,0.0
2022-12-20,80.059,80.307,79.454,79.949,725000,0.0,0.0
2022-12-21,80.05,81.26,79.894,81.233,918900,0.0,0.0
2022-12-22,80.719,81.04,79.546,81.012,876300,0.0,0.0
2022-12-23,80.811,82.195,80.811,82.085,792000,0.0,0.0
2022-12-27,82.305,82.883,81.783,82.773,1356700,0.0,0.0
2022-12-28,82.965,83.36,81.847,81.948,972900,0.0,0.0
2022-12-29,82.479,82.91,82.278,82.525,805300,0.0,0.0
2022-12-30,82.635,82.837,80.829,81.526,716500,0.0,0.0
2023-01-03,81.59,81.92,80.123,81.132,1084500,0.0,0.0
2023-01-04,81.544,82.553,80.939,81.563,1350000,0.0,0.0
2023-01-05,80.811,81.242,78.546,78.849,1362000,0.0,0.0
2023-01-06,79.573,81.205,79.371,80.976,1587100,0.0,0.0
2023-01-09,80.737,82.397,80.737,81.975,1479200,0.0,0.0
2023-01-10,81.948,81.957,80.857,81.709,1055500,0.0,0.0
2023-01-11,81.856,83.213,81.773,83.085,1427400,0.0,0.0
2023-01-12,83.36,83.36,82.14,82.287,1091600,0.0,0.0
2023-01-13,81.709,82.828,81.223,82.654,2667700,0.0,0.0
2023-01-17,82.892,83.14,81.453,81.819,2124500,0.0,0.0
2023-01-18,82.076,82.076,79.39,79.472,2359700,0.0,0.0
2023-01-19,79.445,79.445,78.61,78.885,937200,0.0,0.0
2023-01-20,78.84,79.527,77.886,79.472,970900,0.0,0.0
2023-01-23,79.078,79.711,78.574,78.83,1478100,0.0,0.0
2023-01-24,78.821,79.61,77.914,79.28,1118400,0.0,0.0
2023-01-25,78.684,79.683,78.399,79.665,1575100,0.0,0.0
2023-01-26,79.518,80.297,79.362,80.178,1138700,0.0,0.0
2023-01-27,79.976,80.517,79.701,79.931,1122100,0.0,0.0
2023-01-30,79.701,80.417,79.408,79.683,1821500,0.0,0.0
2023-01-31,79.921,80.041,78.537,79.646,2479200,0.0,0.0
2023-02-01,79.271,80.664,79.151,80.031,2930900,0.0,0.0
2023-02-02,80.206,80.976,79.316,79.518,2296500,0.0,0.0
2023-02-03,79.087,79.298,77.409,78.207,2301100,0.0,0.0
2023-02-06,78.079,79.087,77.95,78.757,1863300,0.0,0.0
2023-02-07,78.317,79.014,78.014,78.84,2005800,0.0,0.0
2023-02-08,78.482,78.482,77.281,77.675,1463800,0.0,0.0
2023-02-09,77.538,78.271,76.713,76.758,1109000,0.0,0.0
2023-02-10,77.033,78.5,76.758,78.39,1162000,0.0,0.0
2023-02-13,78.39,78.84,78.225,78.702,892600,0.0,0.0
2023-02-14,78.482,78.913,77.694,78.115,882500,0.0,0.0
2023-02-15,77.749,78.812,77.565,78.693,1093500,0.0,0.0
2023-02-16,78.17,79.325,77.648,78.702,1846600,0.0,0.0
2023-02-17,78.95,80.297,78.519,80.004,1283400,0.0,0.0
2023-02-21,79.536,79.766,78.702,78.885,1091400,0.0,0.0
2023-02-22,79.032,79.628,78.189,78.39,1134700,0.0,0.0
2023-02-23,78.821,78.821,77.437,77.895,1279400,0.0,0.0
2023-02-24,77.116,77.629,76.428,77.354,1487500,0.0,0.0
2023-02-27,77.62,78.372,76.777,76.923,957200,0.0,0.0
2023-02-28,76.538,77.162,75.805,75.832,1659800,0.0,0.0
2023-03-01,75.319,75.42,73.751,74.301,1841700,0.0,0.0
2023-03-02,74.439,75.676,73.98,75.521,1261100,0.0,0.0
2023-03-03,75.832,76.795,74.86,76.768,1543100,0.0,0.0
2023-03-06,76.813,77.418,76.492,76.878,773100,0.0,0.0
2023-03-07,77.088,77.263,75.236,75.585,955600,0.0,0.0
2023-03-08,75.649,76.282,75.301,76.236,844700,0.0,0.0
2023-03-09,76.575,77.253,75.456,75.786,887600,0.0,0.0
2023-03-10,76.025,76.172,73.925,74.31,870900,0.0,0.0
2023-03-13,74.43,77.914,74.31,76.382,1995000,0.0,0.0
2023-03-14,76.946,78.092,76.613,77.334,1196700,0.63,0.0
2023-03-15,77.177,79.348,76.733,78.747,1441800,0.0,0.0
2023-03-16,78.369,79.708,78.239,79.496,1497900,0.0,0.0
2023-03-17,79.237,79.45,78.101,78.544,2192100,0.0,0.0
2023-03-20,78.849,79.736,78.849,79.422,1022200,0.0,0.0
2023-03-21,79.265,79.32,75.791,77.362,1568600,0.0,0.0
